id,language,question
1254,PHP,Final class constantsは再代入できる？
1255,PHP,Fiberの実行コンテキストは独立？
1256,PHP,配列のunpacking（...）で文字列キーは使える？（PHP 8.1+）
1257,PHP,never型の関数内でreturnは？
1258,PHP,Octal数値リテラルの新しい書き方は？（PHP 8.1+）
1259,PHP,"fsync(), fdatasync()は何のため？（PHP 8.1+）"
1260,PHP,array_is_list()の役割は？（PHP 8.1+）
1261,PHP,readonly classの全プロパティは自動的に？
1262,PHP,readonly classは継承できる？
1263,PHP,DNF型（選言標準形）の例は？
1264,PHP,true型とfalse型の併用は？
1265,PHP,定数内での動的プロパティアクセスは？（PHP 8.2）
1266,PHP,#[\AllowDynamicProperties]の役割は？
1267,PHP,random_int()の改善点は？（PHP 8.2+）
1268,PHP,MySQLi実行モードのデフォルト変更は？（PHP 8.2）
1269,PHP,Sensitive parameter attribute とは？（PHP 8.2）
1270,PHP,ini_parse_quantity()の役割は？（PHP 8.2+）
1271,PHP,DTOでreadonly classを使う利点は？
1272,PHP,Enumを使うべき場面は？
1273,PHP,Attributeの一般的な用途は？
1274,PHP,matchを使うべき場面は？
1275,PHP,Null Safe演算子の適切な使用例は？
1276,PHP,Union型を避けるべき場面は？
1277,PHP,Constructor property promotionのメリットは？
1278,PHP,名前付き引数を使うべき場面は？
1279,PHP,Fiberの適切な使用例は？
1280,PHP,PHP8への移行で最も注意すべき点は？
1281,React,useStateで状態を更新する正しい方法は？
1282,React,useStateの初期値を関数で設定する利点は？
1283,React,useEffectの第2引数（依存配列）を空にすると？
1284,React,useEffectのクリーンアップ関数の用途は？
1285,React,useEffectで依存配列を省略すると？
1286,React,useContextの役割は？
1287,React,useReducerが有用なケースは？
1288,React,useReducerのreducer関数の引数は？
1289,React,useRefの主な用途は？
1290,React,useRefで保持した値を変更しても再レンダリングは？
1291,React,useLayoutEffectとuseEffectの違いは？
1292,React,useImperativeHandleの用途は？
1293,React,useDebugValueの用途は？
1294,React,Hooksのルール：呼び出し位置は？
1295,React,カスタムフックの命名規則は？
1296,React,useMemoの用途は？
1297,React,useCallbackの用途は？
1298,React,React.memoの役割は？
1299,React,React.memoの比較関数（第2引数）の戻り値は？
1300,React,useTransitionの用途は？
1301,React,useDeferredValueの用途は？
1302,React,key属性の役割は？
1303,React,keyにindexを使うべきでない理由は？
1304,React,Lazy Loadingの実装方法は？
1305,React,Suspenseのfallback propsの役割は？
1306,React,Propsのデフォルト値の設定方法は？
1307,React,Propsのバリデーションには何を使う？
1308,React,children propsの用途は？
1309,React,Compound Componentパターンの特徴は？
1310,React,Higher-Order Component (HOC)とは？
1311,React,Render Propsパターンとは？
1312,React,Controlled Componentとは？
1313,React,Uncontrolled Componentの特徴は？
1314,React,forwardRefの用途は？
1315,React,Fragment (<>...</>)の用途は？
1316,React,createContextの戻り値は？
1317,React,Context.Providerのvalue propsの役割は？
1318,React,useContextを使う際の注意点は？
1319,React,Context値が変更されると？
1320,React,状態のリフトアップとは？
1321,React,Prop Drillingの問題は？
1322,React,useReducerのdispatch関数の特徴は？
1323,React,複数のContextを使う場合の注意点は？
1324,React,Error Boundaryの実装方法は？
1325,React,componentDidCatchの役割は？
1326,React,StrictModeの役割は？
1327,React,Portalの用途は？
1328,React,React.PureComponentの特徴は？
1329,React,React Developer Toolsで確認できることは？
1330,React,React 18のConcurrent Renderingの特徴は？
1331,CSS,子孫セレクタの記法は？
1332,CSS,子セレクタの記法は？
1333,CSS,隣接兄弟セレクタの記法は？
1334,CSS,一般兄弟セレクタの記法は？
1335,CSS,"属性セレクタ [type=""text""] の意味は？"
1336,CSS,"属性セレクタ [class*=""btn""] の意味は？"
1337,CSS,"属性セレクタ [href^=""https""] の意味は？"
1338,CSS,"属性セレクタ [href$="".pdf""] の意味は？"
1339,CSS,:not(.active) の意味は？
1340,CSS,":is(h1, h2, h3) の役割は？"
1341,CSS,display: flex; の効果は？
1342,CSS,flex-direction: row; の効果は？
1343,CSS,flex-direction: column; の効果は？
1344,CSS,justify-content: center; の効果は？
1345,CSS,align-items: center; の効果は？
1346,CSS,justify-content: space-between; の効果は？
1347,CSS,justify-content: space-around; の効果は？
1348,CSS,flex-wrap: wrap; の効果は？
1349,CSS,flex: 1; の意味は？
1350,CSS,flex-grow: 1; の効果は？
1351,CSS,flex-shrink: 0; の効果は？
1352,CSS,flex-basis: 200px; の意味は？
1353,CSS,align-self: flex-end; の効果は？
1354,CSS,order: -1; の効果は？
1355,CSS,gap: 20px; の効果は（Flexbox）？
1356,CSS,display: grid; の効果は？
1357,CSS,grid-template-columns: 1fr 1fr 1fr; の意味は？
1358,CSS,"grid-template-columns: repeat(3, 1fr); の意味は？"
1359,CSS,grid-template-rows: 100px auto; の意味は？
1360,CSS,grid-gap: 20px; の効果は？
1361,CSS,grid-column: 1 / 3; の意味は？
1362,CSS,grid-row: span 2; の意味は？
1363,CSS,grid-template-areas の用途は？
1364,CSS,justify-items: center; の効果は（Grid）？
1365,CSS,align-items: center; の効果は（Grid）？
1366,CSS,position: relative; の特徴は？
1367,CSS,position: absolute; の特徴は？
1368,CSS,position: fixed; の特徴は？
1369,CSS,position: sticky; の特徴は？
1370,CSS,z-index の役割は？
1371,CSS,transition: all 0.3s ease; の意味は？
1372,CSS,transition-property: opacity; の効果は？
1373,CSS,transition-duration: 2s; の意味は？
1374,CSS,transition-delay: 1s; の効果は？
1375,CSS,transition-timing-function: ease-in; の効果は？
1376,CSS,@keyframes の役割は？
1377,CSS,animation: bounce 2s infinite; の意味は？
1378,CSS,animation-iteration-count: 3; の意味は？
1379,CSS,animation-direction: alternate; の効果は？
1380,CSS,animation-fill-mode: forwards; の効果は？
1381,CSS,animation-play-state: paused; の効果は？
1382,CSS,transform: rotate(45deg); の効果は？
1383,CSS,transform: scale(1.5); の効果は？
1384,CSS,"transform: translate(50px, 100px); の効果は？"
1385,CSS,transform: skew(20deg); の効果は？
1386,CSS,transform-origin: top left; の意味は？
1387,CSS,transform: translateX(100px); の効果は？
1388,CSS,transform: rotateY(180deg); の効果は？
1389,CSS,perspective: 500px; の役割は？
1390,CSS,backface-visibility: hidden; の効果は？
1391,CSS,@media (max-width: 768px) { } の意味は？
1392,CSS,@media (min-width: 1024px) { } の意味は？
1393,CSS,@media (orientation: portrait) { } の意味は？
1394,CSS,"viewport meta tagのcontent=""width=device-width""の役割は？"
1395,CSS,モバイルファーストとは？
1396,CSS,"clamp(16px, 4vw, 24px) の意味は？"
1397,CSS,vw単位の意味は？
1398,CSS,vh単位の意味は？
1399,CSS,CSS変数の定義方法は？
1400,CSS,CSS変数の使用方法は？
1401,CSS,:root { } の役割は？
1402,CSS,calc(100% - 50px) の意味は？
1403,CSS,aspect-ratio: 16 / 9; の効果は？
1404,CSS,object-fit: cover; の効果は？
1405,CSS,filter: blur(5px); の効果は？
1406,CSS,:nth-child(2n) の意味は？
1407,CSS,:nth-child(odd) の意味は？
1408,CSS,::before の役割は？
1409,CSS,::after の役割は？
1410,CSS,:focus-within の意味は？
1411,HTML,<header>タグの用途は？
1412,HTML,<nav>タグの用途は？
1413,HTML,<main>タグの用途は？
1414,HTML,<article>タグの用途は？
1415,HTML,<section>タグの用途は？
1416,HTML,<aside>タグの用途は？
1417,HTML,<footer>タグの用途は？
1418,HTML,<figure>と<figcaption>の関係は？
1419,HTML,<time>タグの用途は？
1420,HTML,<mark>タグの用途は？
1421,HTML,"<input type=""email"">の特徴は？"
1422,HTML,"<input type=""number"">の特徴は？"
1423,HTML,"<input type=""date"">の特徴は？"
1424,HTML,"<input type=""color"">の特徴は？"
1425,HTML,"<input type=""range"">の特徴は？"
1426,HTML,"<input type=""tel"">の用途は？"
1427,HTML,"<input type=""url"">の特徴は？"
1428,HTML,required属性の役割は？
1429,HTML,placeholder属性の役割は？
1430,HTML,pattern属性の役割は？
1431,HTML,min/max属性の用途は？
1432,HTML,maxlength属性の役割は？
1433,HTML,<datalist>タグの用途は？
1434,HTML,<textarea>のcols/rows属性は？
1435,HTML,"autocomplete=""off""の効果は？"
1436,HTML,"<meta charset=""UTF-8"">の役割は？"
1437,HTML,"<meta name=""viewport"">の役割は？"
1438,HTML,"<meta name=""description"">の役割は？"
1439,HTML,"<meta name=""keywords"">の現在の扱いは？"
1440,HTML,"<link rel=""canonical"">の役割は？"
1441,HTML,OGP（Open Graph Protocol）の用途は？
1442,HTML,"<meta property=""og:title"">の役割は？"
1443,HTML,"<link rel=""icon"">の役割は？"
1444,HTML,<video>のcontrols属性の役割は？
1445,HTML,<video>のautoplay属性の効果は？
1446,HTML,<audio>のloop属性の効果は？
1447,HTML,<picture>タグの用途は？
1448,HTML,<img>のsrcset属性の役割は？
1449,HTML,"<img>のloading=""lazy""の効果は？"
1450,HTML,<iframe>のsandbox属性の役割は？
1451,HTML,alt属性の役割は？
1452,HTML,ARIA（Accessible Rich Internet Applications）の用途は？
1453,HTML,"role=""button""の意味は？"
1454,HTML,aria-label属性の役割は？
1455,HTML,aria-labelledby属性の役割は？
1456,HTML,aria-describedby属性の役割は？
1457,HTML,"aria-hidden=""true""の効果は？"
1458,HTML,"tabindex=""0""の効果は？"
1459,HTML,"tabindex=""-1""の効果は？"
1460,HTML,<label>のfor属性の役割は？
1461,HTML,localStorage.setItem()の用途は？
1462,HTML,sessionStorage.setItem()の特徴は？
1463,HTML,Geolocation APIの用途は？
1464,HTML,<canvas>タグの用途は？
1465,HTML,Drag and Drop APIのdraggable属性は？
1466,HTML,Web Workersの用途は？
1467,HTML,<details>と<summary>の関係は？
1468,HTML,<dialog>タグの用途は？
1469,HTML,<template>タグの用途は？
1470,HTML,contenteditable属性の効果は？
1471,Java,Javaのプリミティブ型は何種類？
1472,Java,int型の範囲は？
1473,Java,long型のリテラル表記は？
1474,Java,double型とfloat型の違いは？
1475,Java,char型のサイズは？
1476,Java,boolean型の値は？
1477,Java,var キーワード（Java 10+）の特徴は？
1478,Java,final変数の特徴は？
1479,Java,String型はプリミティブ型？
1480,Java,nullを代入できるのは？
1481,Java,++i と i++ の違いは？
1482,Java,== と equals() の違いは？
1483,Java,&& と || の短絡評価とは？
1484,Java,三項演算子の構文は？
1485,Java,switch文でbreakを省略すると？
1486,Java,拡張for文（for-each）の構文は？
1487,Java,continueの効果は？
1488,Java,breakの効果は？
1489,Java,ラベル付きbreakの用途は？
1490,Java,do-while文の特徴は？
1491,Java,配列の宣言方法は？
1492,Java,配列の初期化方法は？
1493,Java,配列のlengthは？
1494,Java,配列のインデックスは？
1495,Java,多次元配列の宣言は？
1496,Java,可変長引数の構文は？
1497,Java,Arrays.sort()の役割は？
1498,Java,Arrays.copyOf()の役割は？
1499,Java,System.arraycopy()の用途は？
1500,Java,配列とArrayListの主な違いは？
1501,Java,メソッドのシグネチャとは？
1502,Java,メソッドのオーバーロードとは？
1503,Java,void型の意味は？
1504,Java,returnの役割は？
1505,Java,staticメソッドの特徴は？
1506,Java,staticメソッドから非staticメンバーにアクセスできる？
1507,Java,再帰メソッドとは？
1508,Java,main()メソッドのシグネチャは？
1509,Java,可変長引数は何個まで定義できる？
1510,Java,メソッド参照（::）の用途は？
1511,Java,String型は不変（immutable）？
1512,Java,StringBuilderの特徴は？
1513,Java,StringBufferとStringBuilderの違いは？
1514,Java,String.length()の戻り値は？
1515,Java,"String.substring(int begin, int end)の動作は？"
1516,Java,String.indexOf()の戻り値は？
1517,Java,String.replace()とreplaceAll()の違いは？
1518,Java,String.split()の役割は？
1519,Java,String.trim()の役割は？
1520,Java,Mathクラスのメソッドは？
1521,Java,クラスの定義キーワードは？
1522,Java,インスタンスの生成方法は？
1523,Java,コンストラクタの特徴は？
1524,Java,デフォルトコンストラクタとは？
1525,Java,thisキーワードの役割は？
1526,Java,this()の用途は？
1527,Java,インスタンス変数とクラス変数の違いは？
1528,Java,ゲッター（getter）の役割は？
1529,Java,セッター（setter）の役割は？
1530,Java,メソッドのオーバーライドとは？
1531,Java,@Overrideアノテーションの役割は？
1532,Java,staticブロックの用途は？
1533,Java,継承のキーワードは？
1534,Java,Javaの継承は？
1535,Java,superキーワードの役割は？
1536,Java,super()の用途は？
1537,Java,子クラスのコンストラクタで最初に実行されるのは？
1538,Java,finalクラスの特徴は？
1539,Java,finalメソッドの特徴は？
1540,Java,Object クラスの位置付けは？
1541,Java,toString()メソッドの役割は？
1542,Java,equals()メソッドの役割は？
1543,Java,インターフェースの定義キーワードは？
1544,Java,インターフェースの実装キーワードは？
1545,Java,インターフェースのメソッドは？
1546,Java,インターフェースの変数は？
1547,Java,クラスは複数のインターフェースを実装できる？
1548,Java,デフォルトメソッド（Java 8+）とは？
1549,Java,インターフェースにstaticメソッドを定義できる？
1550,Java,関数型インターフェースとは？
1551,Java,@FunctionalInterfaceアノテーションの役割は？
1552,Java,インターフェースは他のインターフェースを？
1553,Java,抽象クラスの定義キーワードは？
1554,Java,抽象クラスの特徴は？
1555,Java,抽象メソッドの特徴は？
1556,Java,抽象クラスはコンストラクタを持てる？
1557,Java,抽象クラスとインターフェースの主な違いは？
1558,Java,ポリモーフィズム（多態性）とは？
1559,Java,アップキャストとは？
1560,Java,ダウンキャストとは？
1561,Java,instanceof演算子の役割は？
1562,Java,カプセル化とは？
1563,Java,publicの意味は？
1564,Java,privateの意味は？
1565,Java,protectedの意味は？
1566,Java,修飾子なし（デフォルト）の意味は？
1567,Java,内部クラス（Inner Class）とは？
1568,Java,static内部クラスの特徴は？
1569,Java,enumの用途は？
1570,Java,enumの定義例は？
1571,Java,ArrayListの特徴は？
1572,Java,LinkedListの特徴は？
1573,Java,HashSetの特徴は？
1574,Java,TreeSetの特徴は？
1575,Java,HashMapの特徴は？
1576,Java,TreeMapの特徴は？
1577,Java,LinkedHashMapの特徴は？
1578,Java,Queueの主なメソッドは？
1579,Java,Stackの主なメソッドは？
1580,Java,Collections.sort()の役割は？
1581,Java,Iteratorの用途は？
1582,Java,拡張for文でコレクションを反復できる？
1583,Java,try-catch-finally構文の役割は？
1584,Java,チェック例外とは？
1585,Java,非チェック例外（実行時例外）とは？
1586,Java,throwキーワードの役割は？
1587,Java,throwsキーワードの役割は？
1588,Java,カスタム例外の作成方法は？
1589,Java,try-with-resources構文の用途は？
1590,Java,複数の例外をまとめて捕捉する方法は（Java 7+）？
1591,Java,ジェネリクスの用途は？
1592,Java,ジェネリクスの記法は？
1593,Java,ワイルドカード<?>の意味は？
1594,Java,<? extends T>の意味は？
1595,Java,<? super T>の意味は？
1596,Java,ラムダ式の構文は？
1597,Java,ラムダ式が使える条件は？
1598,Java,メソッド参照::の例は？
1599,Java,Streamの特徴は？
1600,Java,Stream.filter()の役割は？
1601,Java,Stream.map()の役割は？
1602,Java,Stream.collect()の役割は？
1603,Java,Optional<T>の用途は？
1604,Java,varキーワード（ローカル変数型推論）はいつ追加？
1605,Java,recordキーワード（Java 14+）の用途は？
1606,C#,C#の値型と参照型の違いは？
1607,C#,int型のサイズは？
1608,C#,decimal型の用途は？
1609,C#,var キーワードの特徴は？
1610,C#,dynamic型の特徴は？
1611,C#,string型は不変（immutable）？
1612,C#,const と readonly の違いは？
1613,C#,nullable型の記法は？
1614,C#,??演算子（null合体演算子）の役割は？
1615,C#,?.演算子（null条件演算子）の役割は？
1616,C#,switch式（C# 8.0+）の構文は？
1617,C#,foreach文の構文は？
1618,C#,配列の宣言方法は？
1619,C#,配列の初期化方法は？
1620,C#,多次元配列の宣言は？
1621,C#,ジャグ配列（配列の配列）の宣言は？
1622,C#,配列のLengthプロパティは？
1623,C#,Array.Sort()の役割は？
1624,C#,is演算子の役割は？
1625,C#,as演算子の役割は？
1626,C#,メソッドのオーバーロードとは？
1627,C#,out修飾子の役割は？
1628,C#,ref修飾子の役割は？
1629,C#,params修飾子の役割は？
1630,C#,名前付き引数の構文は？
1631,C#,省略可能な引数（オプションパラメータ）の構文は？
1632,C#,自動実装プロパティの構文は？
1633,C#,読み取り専用プロパティの定義は？
1634,C#,init アクセサー（C# 9.0+）の役割は？
1635,C#,式形式のメンバー（=>）の用途は？
1636,C#,拡張メソッドの定義方法は？
1637,C#,ローカル関数（C# 7.0+）とは？
1638,C#,クラスと構造体の主な違いは？
1639,C#,コンストラクタの特徴は？
1640,C#,thisキーワードの役割は？
1641,C#,静的コンストラクタの特徴は？
1642,C#,partial クラスの用途は？
1643,C#,sealed クラスの特徴は？
1644,C#,record型（C# 9.0+）の特徴は？
1645,C#,構造体のコンストラクタは？
1646,C#,with式（C# 9.0+）の用途は？
1647,C#,init-onlyプロパティの用途は？
1648,C#,string と String の違いは？
1649,C#,文字列補間の構文は？
1650,C#,逐語的文字列リテラル（@）の用途は？
1651,C#,StringBuilderの用途は？
1652,C#,List<T>の特徴は？
1653,C#,"Dictionary<TKey, TValue>の特徴は？"
1654,C#,HashSet<T>の特徴は？
1655,C#,Queue<T>の操作は？
1656,C#,継承のキーワードは？
1657,C#,C#の継承は？
1658,C#,base キーワードの役割は？
1659,C#,virtualキーワードの役割は？
1660,C#,overrideキーワードの役割は？
1661,C#,abstract クラスの特徴は？
1662,C#,abstract メソッドの特徴は？
1663,C#,sealed メソッドの役割は？
1664,C#,インターフェースの定義キーワードは？
1665,C#,インターフェースのメンバーは？
1666,C#,複数のインターフェースを実装できる？
1667,C#,デフォルト実装（C# 8.0+）とは？
1668,C#,デリゲートとは？
1669,C#,デリゲートの定義例は？
1670,C#,マルチキャストデリゲートとは？
1671,C#,Action<T>デリゲートの特徴は？
1672,C#,Func<T>デリゲートの特徴は？
1673,C#,ラムダ式の構文は？
1674,C#,eventキーワードの役割は？
1675,C#,イベントの購読（登録）演算子は？
1676,C#,イベントの購読解除演算子は？
1677,C#,EventHandler<T>の用途は？
1678,C#,ジェネリクスの用途は？
1679,C#,ジェネリッククラスの定義は？
1680,C#,where T : class の意味は？
1681,C#,where T : struct の意味は？
1682,C#,where T : new() の意味は？
1683,C#,where T : SomeClass の意味は？
1684,C#,共変性（covariance）とは？
1685,C#,反変性（contravariance）とは？
1686,C#,LINQとは？
1687,C#,Where()の役割は？
1688,C#,Select()の役割は？
1689,C#,OrderBy()の役割は？
1690,C#,OrderByDescending()の役割は？
1691,C#,First()の役割は？
1692,C#,FirstOrDefault()の役割は？
1693,C#,Count()の役割は？
1694,C#,Any()の役割は？
1695,C#,All()の役割は？
1696,C#,Sum()の役割は？
1697,C#,Average()の役割は？
1698,C#,Take(n)の役割は？
1699,C#,Skip(n)の役割は？
1700,C#,Distinct()の役割は？
1701,C#,try-catch-finally の実行順序は？
1702,C#,throw の役割は？
1703,C#,カスタム例外の作成方法は？
1704,C#,when句（例外フィルタ）の用途は？
1705,C#,using文の役割は？
1706,C#,asyncキーワードの役割は？
1707,C#,awaitキーワードの役割は？
1708,C#,async メソッドの戻り値は？
1709,C#,Task.Run()の用途は？
1710,C#,Task.WhenAll()の役割は？
1711,C#,Task.WhenAny()の役割は？
1712,C#,Task.Delay()の用途は？
1713,C#,ConfigureAwait(false)の効果は？
1714,C#,CancellationTokenの用途は？
1715,C#,async voidの使用は？
1716,C#,デッドロックを避けるには？
1717,C#,ValueTaskの特徴は？
