id,language,question
1718,C#,GroupBy()の役割は？
1719,C#,Join()の役割は？
1720,C#,SelectMany()の役割は？
1721,C#,Aggregate()の役割は？
1722,C#,Zip()の役割は？
1723,C#,ThenBy()の役割は？
1724,C#,ToList()の役割は？
1725,C#,AsEnumerable()の用途は？
1726,C#,遅延評価（Deferred Execution）とは？
1727,C#,クエリ構文と メソッド構文の違いは？
1728,C#,Attributeとは？
1729,C#,[Obsolete]属性の役割は？
1730,C#,[Serializable]属性の役割は？
1731,C#,カスタム属性の作成方法は？
1732,C#,Reflectionとは？
1733,C#,typeof演算子の役割は？
1734,C#,GetType()メソッドの役割は？
1735,C#,Activator.CreateInstance()の用途は？
1736,C#,.NET Frameworkと.NET（Core）の違いは？
1737,C#,NuGetとは？
1738,C#,名前空間（namespace）の役割は？
1739,C#,using ディレクティブの役割は？
1740,C#,GC（ガベージコレクション）とは？
1741,C#,IDisposableインターフェースの用途は？
1742,C#,nullable reference types（C# 8.0+）とは？
1743,C#,pattern matching（パターンマッチング）の用途は？
1744,TypeScript,TypeScriptの基本型でないものは？
1745,TypeScript,type aliases（型エイリアス）の定義方法は？
1746,TypeScript,union型の記述方法は？
1747,TypeScript,intersection型の記述方法は？
1748,TypeScript,literal型の例は？
1749,TypeScript,never型の用途は？
1750,TypeScript,unknown型とany型の違いは？
1751,TypeScript,void型の用途は？
1752,TypeScript,tuple型の定義は？
1753,TypeScript,enum型の定義方法は？
1754,TypeScript,interfaceの定義方法は？
1755,TypeScript,オプショナルプロパティの記述は？
1756,TypeScript,readonlyプロパティの効果は？
1757,TypeScript,インターフェースの継承は？
1758,TypeScript,インデックスシグネチャの記述は？
1759,TypeScript,関数型のインターフェースは？
1760,TypeScript,複数のインターフェースの継承は？
1761,TypeScript,interfaceとtypeの違いで正しいのは？
1762,TypeScript,クラスのインターフェース実装は？
1763,TypeScript,ハイブリッド型の例は？
1764,TypeScript,ジェネリック関数の定義は？
1765,TypeScript,ジェネリック型の制約は？
1766,TypeScript,ジェネリッククラスの定義は？
1767,TypeScript,複数の型パラメータは？
1768,TypeScript,ジェネリックのデフォルト型は？
1769,TypeScript,keyof演算子の用途は？
1770,TypeScript,Partial<T>の効果は？
1771,TypeScript,Required<T>の効果は？
1772,TypeScript,Readonly<T>の効果は？
1773,TypeScript,"Pick<T, K>の効果は？"
1774,TypeScript,型アサーションの記述は？
1775,TypeScript,非nullアサーション演算子は？
1776,TypeScript,conditional types（条件付き型）の記述は？
1777,TypeScript,mapped types（マップ型）の例は？
1778,TypeScript,infer キーワードの用途は？
1779,TypeScript,TypeScriptのクラスの定義は？
1780,TypeScript,アクセス修飾子publicの効果は？
1781,TypeScript,アクセス修飾子privateの効果は？
1782,TypeScript,アクセス修飾子protectedの効果は？
1783,TypeScript,readonlyプロパティの特徴は？
1784,TypeScript,staticメンバーの特徴は？
1785,TypeScript,abstractクラスの特徴は？
1786,TypeScript,ゲッターの定義方法は？
1787,TypeScript,セッターの定義方法は？
1788,TypeScript,パラメータプロパティの記述は？
1789,TypeScript,クラスデコレータの定義は？
1790,TypeScript,メソッドデコレータのシグネチャは？
1791,TypeScript,プロパティデコレータのシグネチャは？
1792,TypeScript,パラメータデコレータのシグネチャは？
1793,TypeScript,デコレータファクトリの用途は？
1794,TypeScript,デコレータの実行順序は？
1795,TypeScript,experimentalDecoratorsの設定は？
1796,TypeScript,デコレータの合成は？
1797,TypeScript,ES6モジュールのexportは？
1798,TypeScript,default exportの記述は？
1799,TypeScript,名前付きimportの記述は？
1800,TypeScript,default importの記述は？
1801,TypeScript,名前空間のimportは？
1802,TypeScript,型のみのimportは？
1803,TypeScript,namespaceの定義は？
1804,TypeScript,moduleとnamespaceの違いは？
1805,TypeScript,"Omit<T, K>の効果は？"
1806,TypeScript,"Record<K, T>の効果は？"
1807,TypeScript,"Exclude<T, U>の効果は？"
1808,TypeScript,"Extract<T, U>の効果は？"
1809,TypeScript,NonNullable<T>の効果は？
1810,TypeScript,ReturnType<T>の効果は？
1811,TypeScript,Parameters<T>の効果は？
1812,TypeScript,Awaited<T>の効果は？
1813,Go,Go言語の変数宣言の正しい形は？
1814,Go,短縮変数宣言の記述は？
1815,Go,定数の宣言方法は？
1816,Go,複数の変数を同時に宣言するには？
1817,Go,ゼロ値（zero value）とは？
1818,Go,型変換の記述方法は？
1819,Go,Goの基本型でないものは？
1820,Go,runeは何の別名？
1821,Go,byteは何の別名？
1822,Go,未使用変数がある場合は？
1823,Go,for文の基本形は？
1824,Go,無限ループの記述は？
1825,Go,range文の使い方は？
1826,Go,Goにwhile文は存在する？
1827,Go,if文で変数を初期化するには？
1828,Go,switch文のデフォルトは？
1829,Go,fallthroughの役割は？
1830,Go,型によるswitch文は？
1831,Go,defer文の実行タイミングは？
1832,Go,複数のdeferの実行順は？
1833,Go,関数の基本定義は？
1834,Go,同じ型の引数をまとめる書き方は？
1835,Go,複数の戻り値を返すには？
1836,Go,名前付き戻り値の記述は？
1837,Go,可変長引数の定義は？
1838,Go,関数を変数に代入するには？
1839,Go,クロージャの特徴は？
1840,Go,メソッドの定義方法は？
1841,Go,ポインタレシーバの利点は？
1842,Go,initファイルの役割は？
1843,Go,配列の宣言方法は？
1844,Go,スライスの作成方法は？
1845,Go,makeでスライスを作成するには？
1846,Go,mapの宣言方法は？
1847,Go,構造体の定義は？
1848,Go,ポインタの宣言方法は？
1849,Go,アドレス演算子は？
1850,Go,デリファレンス演算子は？
1851,Go,newの役割は？
1852,Go,Goのポインタ演算は可能？
1853,Go,nilポインタの特徴は？
1854,Go,構造体のポインタアクセスは？
1855,Go,値レシーバとポインタレシーバの使い分けは？
1856,Go,インターフェースの定義方法は？
1857,Go,空のインターフェースは？
1858,Go,インターフェースの実装は？
1859,Go,型アサーションの記述は？
1860,Go,型スイッチの記述は？
1861,Go,インターフェースの値は何を保持する？
1862,Go,error型の定義は？
1863,Go,インターフェースの埋め込みは？
1864,Go,Stringer インターフェースの用途は？
1865,Go,nilインターフェースとnilポインタの違いは？
1866,Go,ゴルーチンの起動方法は？
1867,Go,チャネルの作成方法は？
1868,Go,チャネルへの送信は？
1869,Go,チャネルからの受信は？
1870,Go,バッファ付きチャネルの作成は？
1871,Go,チャネルのクローズは？
1872,Go,クローズ済みチャネルの判定は？
1873,Go,select文の用途は？
1874,Go,select文のdefaultケースの役割は？
1875,Go,sync.Mutexの用途は？
1876,Go,パッケージのインポート方法は？
1877,Go,エイリアスインポートは？
1878,Go,ブランクインポートの用途は？
1879,Go,エラーの生成方法は？
1880,Go,panicの用途は？
1881,Go,recoverの役割は？
1882,Ruby,Rubyの変数宣言で正しいのは？
1883,Ruby,定数の命名規則は？
1884,Ruby,シンボルの記述は？
1885,Ruby,文字列リテラルの種類は？
1886,Ruby,式展開の記述は？
1887,Ruby,範囲オブジェクトの記述は？
1888,Ruby,排他的範囲の記述は？
1889,Ruby,複数行コメントは？
1890,Ruby,nilの意味は？
1891,Ruby,グローバル変数の記述は？
1892,Ruby,if文の基本形は？
1893,Ruby,後置ifの記述は？
1894,Ruby,unlessの意味は？
1895,Ruby,case文の記述は？
1896,Ruby,timesメソッドの用途は？
1897,Ruby,eachメソッドの用途は？
1898,Ruby,whileループの基本形は？
1899,Ruby,untilループの意味は？
1900,Ruby,メソッドの定義方法は？
1901,Ruby,デフォルト引数の記述は？
1902,Ruby,キーワード引数の記述は？
1903,Ruby,可変長引数の記述は？
1904,Ruby,メソッドの戻り値は？
1905,Ruby,メソッド名の慣習で正しいのは？
1906,Ruby,破壊的メソッドの命名は？
1907,Ruby,ブロック引数の記述は？
1908,Ruby,配列の作成方法は？
1909,Ruby,配列の要素アクセスは？
1910,Ruby,pushメソッドの役割は？
1911,Ruby,ハッシュの作成方法は？
1912,Ruby,ハッシュロケット記法は？
1913,Ruby,mapメソッドの役割は？
1914,Ruby,selectメソッドの役割は？
1915,Ruby,クラスの定義方法は？
1916,Ruby,インスタンス変数の記述は？
1917,Ruby,クラス変数の記述は？
1918,Ruby,initializeメソッドの役割は？
1919,Ruby,attr_accessorの役割は？
1920,Ruby,attr_readerの役割は？
1921,Ruby,継承の記述方法は？
1922,Ruby,superの役割は？
1923,Ruby,クラスメソッドの定義は？
1924,Ruby,privateメソッドの特徴は？
1925,Ruby,モジュールの定義方法は？
1926,Ruby,includeの役割は？
1927,Ruby,extendの役割は？
1928,Ruby,prependの役割は？
1929,Ruby,requireの役割は？
1930,Ruby,require_relativeの役割は？
1931,Ruby,名前空間の解決演算子は？
1932,Ruby,Enumerableモジュールの特徴は？
1933,Ruby,ブロックの基本記法は？
1934,Ruby,ブロック引数の記述は？
1935,Ruby,yieldの役割は？
1936,Ruby,block_given?の役割は？
1937,Ruby,Procオブジェクトの作成は？
1938,Ruby,lambdaの特徴は？
1939,Ruby,->（スタブラムダ）の記述は？
1940,Ruby,callメソッドの役割は？
1941,Ruby,例外処理の基本形は？
1942,Ruby,特定の例外を捕捉するには？
1943,Ruby,ensureの役割は？
1944,Ruby,raiseの役割は？
1945,Ruby,retryの役割は？
1946,Ruby,メタプログラミングの代表例は？
1947,VBA,VBAの変数宣言で正しいのは？
1948,VBA,定数の宣言方法は？
1949,VBA,Option Explicitの役割は？
1950,VBA,VBAのコメント記号は？
1951,VBA,複数行にまたがるコードの記述は？
1952,VBA,VBAのデータ型でないものは？
1953,VBA,Variantデータ型の特徴は？
1954,VBA,文字列の連結演算子は？
1955,VBA,代入演算子は？
1956,VBA,比較演算子で等しいことを表すのは？
1957,VBA,If文の基本形は？
1958,VBA,ElseIfの記述は？
1959,VBA,Select Caseの基本形は？
1960,VBA,For...Nextループの基本形は？
1961,VBA,Stepキーワードの役割は？
1962,VBA,For Each...Nextの用途は？
1963,VBA,Do While...Loopの特徴は？
1964,VBA,Do...Loop Whileの特徴は？
1965,VBA,Exit Forの役割は？
1966,VBA,Exit Subの役割は？
1967,VBA,Subプロシージャの定義は？
1968,VBA,Functionプロシージャの定義は？
1969,VBA,引数の渡し方でByValは？
1970,VBA,引数の渡し方でByRefは？
1971,VBA,VBAのデフォルトの引数渡し方は？
1972,VBA,Optional引数の特徴は？
1973,VBA,ParamArrayの用途は？
1974,VBA,Callステートメントの役割は？
1975,VBA,Staticキーワードの役割は？
1976,VBA,Exit Functionの役割は？
1977,VBA,配列の宣言方法は？
1978,VBA,動的配列の宣言は？
1979,VBA,ReDim Preserveの役割は？
1980,VBA,UBound関数の役割は？
1981,VBA,LBound関数の役割は？
1982,VBA,Set文の用途は？
1983,VBA,Nothingの意味は？
1984,VBA,On Error Resume Nextの効果は？
1985,VBA,On Error GoTo ラベルの効果は？
1986,VBA,Err.Numberの役割は？
1987,COBOL,COBOLプログラムの4つの部(DIVISION)は？
1988,COBOL,IDENTIFICATION DIVISIONの役割は？
1989,COBOL,ENVIRONMENT DIVISIONの役割は？
1990,COBOL,DATA DIVISIONの役割は？
1991,COBOL,PROCEDURE DIVISIONの役割は？
1992,COBOL,WORKING-STORAGE SECTIONの用途は？
1993,COBOL,FILE SECTIONの用途は？
1994,COBOL,COBOLの予約語の記述位置は？
1995,COBOL,レベル番号01の意味は？
1996,COBOL,レベル番号77の意味は？
1997,COBOL,PIC 9(5)の意味は？
1998,COBOL,PIC X(10)の意味は？
1999,COBOL,PIC S9(3)V99の意味は？
2000,COBOL,VALUEの役割は？
2001,COBOL,REDEFINES句の用途は？
2002,COBOL,OCCURS句の用途は？
2003,COBOL,COMP（COMPUTATIONAL）の意味は？
2004,COBOL,COMP-3の意味は？
2005,COBOL,MOVEの役割は？
2006,COBOL,ADDの基本形は？
2007,COBOL,SUBTRACTの基本形は？
2008,COBOL,MULTIPLYの基本形は？
2009,COBOL,DIVIDEの基本形は？
2010,COBOL,COMPUTEの特徴は？
2011,COBOL,IF文の基本形は？
2012,COBOL,EVALUATE文の用途は？
2013,COBOL,PERFORMの役割は？
2014,COBOL,PERFORM UNTIL文の特徴は？
2015,COBOL,OPENの役割は？
2016,COBOL,READの役割は？
2017,COBOL,WRITEの役割は？
2018,COBOL,CLOSEの役割は？
2019,COBOL,AT ENDの用途は？
2020,COBOL,STOP RUNの役割は？
2021,COBOL,DISPLAYの役割は？
2022,Rust,Rustの変数宣言で正しいのは？
2023,Rust,可変変数の宣言方法は？
2024,Rust,定数の宣言方法は？
2025,Rust,シャドーイングの特徴は？
2026,Rust,i32は何を表す？
2027,Rust,usizeは何を表す？
2028,Rust,タプルの定義は？
2029,Rust,配列の定義は？
2030,Rust,文字列スライスの型は？
2031,Rust,マクロ呼び出しの記号は？
2032,Rust,所有権の3つのルールで正しいのは？
2033,Rust,ムーブセマンティクスとは？
2034,Rust,Copyトレイトの特徴は？
2035,Rust,不変参照の記述は？
2036,Rust,可変参照の記述は？
2037,Rust,借用のルールで正しいのは？
2038,Rust,ダングリングポインタは？
2039,Rust,スライスの作成方法は？
2040,Rust,Stringとstrの違いは？
2041,Rust,クローンの作成方法は？
2042,Rust,構造体の定義方法は？
2043,Rust,構造体のインスタンス生成は？
2044,Rust,タプル構造体の定義は？
2045,Rust,メソッドの定義方法は？
2046,Rust,関連関数（コンストラクタ等）の定義は？
2047,Rust,列挙型の定義は？
2048,Rust,Optionの用途は？
2049,Rust,Resultの用途は？
2050,Rust,パターンマッチの記述は？
2051,Rust,if letの用途は？
2052,Rust,panic!の用途は？
2053,Rust,?演算子の役割は？
2054,Rust,loopの特徴は？
2055,Rust,for...inの用途は？
2056,Rust,範囲の記述方法は？
2057,Rust,ジェネリック関数の定義は？
2058,Rust,トレイトの定義方法は？
2059,Rust,トレイトの実装は？
2060,Rust,トレイト境界の記述は？
2061,Rust,where句の用途は？
2062,Rust,デフォルト実装の特徴は？
2063,Rust,Box<T>の用途は？
2064,Rust,Rc<T>の用途は？
2065,Rust,RefCell<T>の用途は？
2066,Rust,Arc<T>の用途は？
2067,Rust,ライフタイム注釈の記述は？
2068,Rust,ライフタイムの目的は？
2069,Rust,ライフタイム省略規則の1つは？
2070,Rust,'staticライフタイムの意味は？
2071,Rust,構造体のライフタイムは？
2072,Rust,メソッドのライフタイムで省略できるのは？
2073,Rust,複数のライフタイムの関係は？
2074,Rust,ライフタイムサブタイピングとは？
2075,Rust,Higher-Rank Trait Bounds(HRTB)とは？
2076,Rust,ライフタイムのコンパイルエラーが出る原因は？
2077,Rust,クロージャの基本記法は？
2078,Rust,クロージャが環境を捕捉する方法は？
2079,Rust,moveキーワードの役割は？
2080,Rust,Fnトレイトの特徴は？
2081,Rust,FnMutトレイトの特徴は？
2082,Rust,FnOnceトレイトの特徴は？
2083,Rust,イテレータの定義は？
2084,Rust,mapメソッドの役割は？
2085,Rust,filterメソッドの役割は？
2086,Rust,collectメソッドの役割は？
2087,Rust,モジュールの定義は？
2088,Rust,useキーワードの役割は？
2089,Rust,pubキーワードの役割は？
2090,Rust,crateとは？
2091,Rust,thread::spawnの役割は？
2092,Rust,Mutex<T>の用途は？
2093,Rust,Sendトレイトの意味は？
2094,Rust,Syncトレイトの意味は？
2095,Rust,channelの用途は？
2096,Rust,mpsc::channelのmpscとは？
2097,Rust,宣言的マクロの定義は？
2098,Rust,手続き的マクロの種類は？
2099,Rust,unsafeの用途は？
2100,Rust,unsafeでできることは？
2101,Rust,FFI（Foreign Function Interface）とは？
2102,Kotlin,Kotlinの変数宣言で正しいのは？
2103,Kotlin,valとvarの違いは？
2104,Kotlin,型推論の特徴は？
2105,Kotlin,文字列テンプレートの記述は？
2106,Kotlin,式としてのif文は？
2107,Kotlin,when式の用途は？
2108,Kotlin,範囲式の記述は？
2109,Kotlin,untilの効果は？
2110,Kotlin,downToの用途は？
2111,Kotlin,stepキーワードの役割は？
2112,Kotlin,関数の定義方法は？
2113,Kotlin,単一式関数の記述は？
2114,Kotlin,デフォルト引数の記述は？
2115,Kotlin,名前付き引数の使い方は？
2116,Kotlin,可変長引数の定義は？
2117,Kotlin,ラムダ式の基本記法は？
2118,Kotlin,itパラメータの特徴は？
2119,Kotlin,高階関数とは？
2120,Kotlin,インライン関数の用途は？
2121,Kotlin,末尾再帰最適化の記述は？
2122,Kotlin,クラスの定義方法は？
2123,Kotlin,プライマリコンストラクタの特徴は？
2124,Kotlin,initブロックの役割は？
2125,Kotlin,セカンダリコンストラクタの記述は？
2126,Kotlin,data classの特徴は？
2127,Kotlin,object宣言の用途は？
2128,Kotlin,companion objectの役割は？
2129,Kotlin,継承の記述方法は？
2130,Kotlin,openキーワードの役割は？
2131,Kotlin,sealed classの特徴は？
2132,Kotlin,Null許容型の記述は？
2133,Kotlin,安全呼び出し演算子は？
2134,Kotlin,エルビス演算子の役割は？
2135,Kotlin,非null表明演算子は？
2136,Kotlin,let関数の用途は？
2137,Kotlin,apply関数の特徴は？
2138,Kotlin,also関数の特徴は？
2139,Kotlin,run関数の特徴は？
2140,Kotlin,with関数の特徴は？
2141,Kotlin,スマートキャストとは？
2142,Kotlin,リストの作成方法は？
2143,Kotlin,可変リストの作成は？
2144,Kotlin,セットの作成方法は？
2145,Kotlin,マップの作成方法は？
2146,Kotlin,filterメソッドの役割は？
2147,Kotlin,mapメソッドの役割は？
2148,Kotlin,flatMapの用途は？
2149,Kotlin,reduceメソッドの役割は？
2150,Kotlin,foldメソッドの特徴は？
2151,Kotlin,groupByメソッドの役割は？
2152,Kotlin,拡張関数の定義方法は？
2153,Kotlin,拡張関数の特徴は？
2154,Kotlin,拡張プロパティの定義は？
2155,Kotlin,中置関数の定義は？
2156,Kotlin,中置関数の呼び出しは？
2157,Kotlin,演算子オーバーロードの記述は？
2158,Kotlin,invokeオペレータの用途は？
2159,Kotlin,getとsetオペレータの用途は？
2160,Kotlin,containsオペレータの用途は？
2161,Kotlin,rangeToオペレータの用途は？
2162,Kotlin,ジェネリッククラスの定義は？
2163,Kotlin,共変性（out）の意味は？
2164,Kotlin,反変性（in）の意味は？
2165,Kotlin,型投影（Type Projection）とは？
2166,Kotlin,スター投影（*）の意味は？
2167,Kotlin,reified型パラメータの特徴は？
2168,Kotlin,型エイリアスの定義は？
2169,Kotlin,Nothing型の意味は？
2170,Kotlin,Unit型の意味は？
2171,Kotlin,Any型の意味は？
2172,Kotlin,コルーチンの定義方法は？
2173,Kotlin,コルーチンの起動方法は？
2174,Kotlin,launchとasyncの違いは？
2175,Kotlin,withContextの用途は？
2176,Kotlin,Dispatchers.Mainの用途は？
2177,Kotlin,Dispatchers.IOの用途は？
2178,Kotlin,クラス委譲の記述は？
2179,Kotlin,プロパティ委譲の記述は？
2180,Kotlin,lazyの用途は？
2181,Kotlin,observableの用途は？
2182,Swift,Swiftの変数宣言で正しいのは？
2183,Swift,letとvarの違いは？
2184,Swift,型注釈の記述は？
2185,Swift,文字列補間の記述は？
2186,Swift,複数行文字列リテラルは？
2187,Swift,タプルの定義は？
2188,Swift,タプルの要素アクセスは？
2189,Swift,名前付きタプルの記述は？
2190,Swift,範囲演算子の記述は？
2191,Swift,半開区間演算子は？
2192,Swift,Optionalの宣言は？
2193,Swift,Optional Bindingの記述は？
2194,Swift,強制アンラップの記述は？
2195,Swift,Nil合体演算子の記述は？
2196,Swift,Optional Chainingの記述は？
2197,Swift,guard文の特徴は？
2198,Swift,switch文の特徴は？
2199,Swift,for-in文の基本形は？
2200,Swift,where句の用途は？
2201,Swift,defer文の役割は？
2202,Swift,関数の定義方法は？
2203,Swift,引数ラベルの記述は？
2204,Swift,引数ラベルの省略は？
2205,Swift,デフォルト引数の記述は？
2206,Swift,可変長引数の定義は？
2207,Swift,inout引数の用途は？
2208,Swift,クロージャの基本記法は？
2209,Swift,簡略化されたクロージャは？
2210,Swift,trailing closureの記述は？
2211,Swift,@escapingの意味は？
2212,Swift,配列の宣言は？
2213,Swift,空の配列の宣言は？
2214,Swift,セットの作成は？
2215,Swift,辞書の作成は？
2216,Swift,mapメソッドの役割は？
2217,Swift,filterメソッドの役割は？
2218,Swift,reduceメソッドの役割は？
2219,Swift,compactMapの用途は？
2220,Swift,flatMapの用途は？
2221,Swift,sortedメソッドの特徴は？
2222,Swift,構造体の定義方法は？
2223,Swift,クラスの定義方法は？
2224,Swift,構造体とクラスの違いは？
2225,Swift,イニシャライザの定義は？
2226,Swift,デイニシャライザの定義は？
2227,Swift,計算プロパティの定義は？
2228,Swift,プロパティオブザーバーwillSetは？
2229,Swift,プロパティオブザーバーdidSetは？
2230,Swift,型プロパティ（static）の定義は？
2231,Swift,lazyプロパティの特徴は？
2232,Swift,プロトコルの定義は？
2233,Swift,プロトコルの準拠は？
2234,Swift,プロトコルの継承は？
2235,Swift,プロトコルのデフォルト実装は？
2236,Swift,拡張の定義は？
2237,Swift,拡張でプロトコル準拠を追加するには？
2238,Swift,where句でプロトコルを制約するには？
2239,Swift,associatedtypeの用途は？
2240,Swift,Equatableプロトコルの役割は？
2241,Swift,Comparableプロトコルの役割は？
2242,Swift,ジェネリック関数の定義は？
2243,Swift,ジェネリック型の定義は？
2244,Swift,型制約の記述は？
2245,Swift,列挙型の定義は？
2246,Swift,関連値を持つ列挙型は？
2247,Swift,Raw値を持つ列挙型は？
2248,Swift,列挙型のメソッド定義は？
2249,Swift,再帰的列挙型の記述は？
2250,Swift,CaseIterableプロトコルの役割は？
2251,Swift,opaque型（some）の用途は？
2252,Swift,エラー型の定義は？
2253,Swift,throwsキーワードの役割は？
2254,Swift,エラーの投げ方は？
2255,Swift,do-catch文の基本形は？
2256,Swift,try?の効果は？
2257,Swift,try!の効果は？
2258,Swift,ARCとは？
2259,Swift,強参照循環とは？
2260,Swift,weakキーワードの役割は？
2261,Swift,unownedキーワードの役割は？
